0 verbose cli /usr/bin/node /usr/bin/npm
1 info using npm@11.11.0
2 info using node@v24.14.1
3 silly config load:file:/usr/lib/node_modules/npm/npmrc
4 silly config load:file:/mnt/f/AIProjects/dsh-PackageManager/.drops/dsh-market-fork/.npmrc
5 silly config load:file:/home/h/.npmrc
6 silly config load:file:/home/h/.npm-global/etc/npmrc
7 verbose title npm ci
8 verbose argv "ci" "--cache" "./npm-cache" "--no-audit" "--no-fund"
9 verbose logfile logs-max:10 dir:/mnt/f/AIProjects/dsh-PackageManager/.drops/dsh-market-fork/npm-cache/_logs/2026-08-17T04_08_50_005Z-
10 verbose logfile /mnt/f/AIProjects/dsh-PackageManager/.drops/dsh-market-fork/npm-cache/_logs/2026-08-17T04_08_50_005Z-debug-0.log
11 silly logfile done cleaning log files
223 http cache @shikijs/themes@https://registry.npmmirror.com/@shikijs/themes/-/themes-4.4.3.tgz 0ms (cache hit)
224 http cache @shikijs/primitive@https://registry.npmmirror.com/@shikijs/primitive/-/primitive-4.4.3.tgz 0ms (cache hit)
225 http cache @shikijs/engine-oniguruma@https://registry.npmmirror.com/@shikijs/engine-oniguruma/-/engine-oniguruma-4.4.3.tgz 0ms (cache hit)
226 http cache @shikijs/langs@https://registry.npmmirror.com/@shikijs/langs/-/langs-4.4.3.tgz 0ms (cache hit)
227 http cache @rolldown/binding-linux-x64-gnu@https://registry.npmmirror.com/@rolldown/binding-linux-x64-gnu/-/binding-linux-x64-gnu-1.2.4.tgz 0ms (cache hit)
228 http cache @shikijs/engine-javascript@https://registry.npmmirror.com/@shikijs/engine-javascript/-/engine-javascript-4.4.3.tgz 0ms (cache hit)
229 http cache @rolldown/pluginutils@https://registry.npmmirror.com/@rolldown/pluginutils/-/pluginutils-1.0.1.tgz 0ms (cache hit)
230 http cache @shikijs/core@https://registry.npmmirror.com/@shikijs/core/-/core-4.4.3.tgz 0ms (cache hit)
231 http cache @rolldown/binding-linux-x64-musl@https://registry.npmmirror.com/@rolldown/binding-linux-x64-musl/-/binding-linux-x64-musl-1.2.4.tgz 0ms (cache hit)
232 http cache @quansync/fs@https://registry.npmmirror.com/@quansync/fs/-/fs-1.0.0.tgz 0ms (cache hit)
233 http cache @jridgewell/sourcemap-codec@https://registry.npmmirror.com/@jridgewell/sourcemap-codec/-/sourcemap-codec-1.5.5.tgz 0ms (cache hit)
234 http cache @oxc-project/types@https://registry.npmmirror.com/@oxc-project/types/-/types-0.144.0.tgz 0ms (cache hit)
235 http cache @deepseek-ai/schemastery@https://registry.npmmirror.com/@deepseek-ai/schemastery/-/schemastery-3.18.1.tgz 0ms (cache hit)
236 http cache @deepseek-ai/dsh-invariants@https://registry.npmmirror.com/@deepseek-ai/dsh-invariants/-/dsh-invariants-0.1.0-rc.6.tgz 0ms (cache hit)
237 http cache @deepseek-ai/dsh-client-ui-primitives@https://registry.npmmirror.com/@deepseek-ai/dsh-client-ui-primitives/-/dsh-client-ui-primitives-0.1.0-rc.6.tgz 0ms (cache hit)
238 http cache @exodus/bytes@https://registry.npmmirror.com/@exodus/bytes/-/bytes-1.15.1.tgz 0ms (cache hit)
239 http cache @deepseek-ai/cosmokit@https://registry.npmmirror.com/@deepseek-ai/cosmokit/-/cosmokit-1.8.2.tgz 0ms (cache hit)
240 http cache @csstools/css-syntax-patches-for-csstree@https://registry.npmmirror.com/@csstools/css-syntax-patches-for-csstree/-/css-syntax-patches-for-csstree-1.1.7.tgz 0ms (cache hit)
241 http cache @csstools/css-parser-algorithms@https://registry.npmmirror.com/@csstools/css-parser-algorithms/-/css-parser-algorithms-4.0.0.tgz 0ms (cache hit)
242 http cache @deepseek-ai/cordis@https://registry.npmmirror.com/@deepseek-ai/cordis/-/cordis-4.0.1.tgz 0ms (cache hit)
243 http cache @csstools/css-tokenizer@https://registry.npmmirror.com/@csstools/css-tokenizer/-/css-tokenizer-4.0.0.tgz 0ms (cache hit)
244 http cache @csstools/css-color-parser@https://registry.npmmirror.com/@csstools/css-color-parser/-/css-color-parser-4.1.10.tgz 0ms (cache hit)
245 http cache @csstools/css-calc@https://registry.npmmirror.com/@csstools/css-calc/-/css-calc-3.3.0.tgz 0ms (cache hit)
246 http cache @bramus/specificity@https://registry.npmmirror.com/@bramus/specificity/-/specificity-2.4.2.tgz 0ms (cache hit)
247 http cache @babel/runtime@https://registry.npmmirror.com/@babel/runtime/-/runtime-7.29.7.tgz 0ms (cache hit)
248 http cache @csstools/color-helpers@https://registry.npmmirror.com/@csstools/color-helpers/-/color-helpers-6.1.0.tgz 0ms (cache hit)
249 http cache @babel/helper-validator-identifier@https://registry.npmmirror.com/@babel/helper-validator-identifier/-/helper-validator-identifier-7.29.7.tgz 0ms (cache hit)
250 silly tarball no local data for yuku-ast@https://registry.npmmirror.com/yuku-ast/-/yuku-ast-0.8.7.tgz. Extracting by manifest.
251 silly tarball no local data for zwitch@https://registry.npmmirror.com/zwitch/-/zwitch-2.0.4.tgz. Extracting by manifest.
252 http cache @babel/code-frame@https://registry.npmmirror.com/@babel/code-frame/-/code-frame-7.29.7.tgz 0ms (cache hit)
253 silly tarball no local data for yuku-codegen@https://registry.npmmirror.com/yuku-codegen/-/yuku-codegen-0.8.7.tgz. Extracting by manifest.
254 http cache @asamuzakjp/nwsapi@https://registry.npmmirror.com/@asamuzakjp/nwsapi/-/nwsapi-2.3.9.tgz 0ms (cache hit)
255 silly tarball no local data for yuku-parser@https://registry.npmmirror.com/yuku-parser/-/yuku-parser-0.8.7.tgz. Extracting by manifest.
256 http cache @asamuzakjp/dom-selector@https://registry.npmmirror.com/@asamuzakjp/dom-selector/-/dom-selector-7.1.1.tgz 0ms (cache hit)
257 silly tarball no local data for xmlchars@https://registry.npmmirror.com/xmlchars/-/xmlchars-2.2.0.tgz. Extracting by manifest.
258 silly tarball no local data for xml-name-validator@https://registry.npmmirror.com/xml-name-validator/-/xml-name-validator-5.0.0.tgz. Extracting by manifest.
259 silly tarball no local data for whatwg-url@https://registry.npmmirror.com/whatwg-url/-/whatwg-url-16.0.1.tgz. Extracting by manifest.
260 silly tarball no local data for why-is-node-running@https://registry.npmmirror.com/why-is-node-running/-/why-is-node-running-2.3.0.tgz. Extracting by manifest.
261 http cache @asamuzakjp/generational-cache@https://registry.npmmirror.com/@asamuzakjp/generational-cache/-/generational-cache-1.0.1.tgz 0ms (cache hit)
262 silly tarball no local data for webidl-conversions@https://registry.npmmirror.com/webidl-conversions/-/webidl-conversions-8.0.1.tgz. Extracting by manifest.
263 silly tarball no local data for w3c-xmlserializer@https://registry.npmmirror.com/w3c-xmlserializer/-/w3c-xmlserializer-5.0.0.tgz. Extracting by manifest.
264 silly tarball no local data for whatwg-mimetype@https://registry.npmmirror.com/whatwg-mimetype/-/whatwg-mimetype-5.0.0.tgz. Extracting by manifest.
265 silly tarball no local data for vitest@https://registry.npmmirror.com/vitest/-/vitest-4.1.10.tgz. Extracting by manifest.
266 silly tarball no local data for vfile-message@https://registry.npmmirror.com/vfile-message/-/vfile-message-4.0.3.tgz. Extracting by manifest.
267 silly tarball no local data for vfile@https://registry.npmmirror.com/vfile/-/vfile-6.0.3.tgz. Extracting by manifest.
268 silly tarball no local data for verkit@https://registry.npmmirror.com/verkit/-/verkit-0.3.2.tgz. Extracting by manifest.
269 silly tarball no local data for unist-util-visit-parents@https://registry.npmmirror.com/unist-util-visit-parents/-/unist-util-visit-parents-6.0.2.tgz. Extracting by manifest.
270 silly tarball no local data for unist-util-remove-position@https://registry.npmmirror.com/unist-util-remove-position/-/unist-util-remove-position-5.0.0.tgz. Extracting by manifest.
271 silly tarball no local data for unist-util-visit@https://registry.npmmirror.com/unist-util-visit/-/unist-util-visit-5.1.0.tgz. Extracting by manifest.
272 silly tarball no local data for vite@https://registry.npmmirror.com/vite/-/vite-8.2.1.tgz. Extracting by manifest.
273 http cache @asamuzakjp/css-color@https://registry.npmmirror.com/@asamuzakjp/css-color/-/css-color-5.1.11.tgz 0ms (cache hit)
274 silly tarball no local data for undici@https://registry.npmmirror.com/undici/-/undici-7.29.0.tgz. Extracting by manifest.
275 silly tarball no local data for unist-util-position@https://registry.npmmirror.com/unist-util-position/-/unist-util-position-5.0.0.tgz. Extracting by manifest.
276 silly tarball no local data for unist-util-stringify-position@https://registry.npmmirror.com/unist-util-stringify-position/-/unist-util-stringify-position-4.0.0.tgz. Extracting by manifest.
277 silly tarball no local data for unist-util-is@https://registry.npmmirror.com/unist-util-is/-/unist-util-is-6.0.1.tgz. Extracting by manifest.
278 silly tarball no local data for unconfig-core@https://registry.npmmirror.com/unconfig-core/-/unconfig-core-7.5.0.tgz. Extracting by manifest.
279 silly tarball no local data for trim-lines@https://registry.npmmirror.com/trim-lines/-/trim-lines-3.0.1.tgz. Extracting by manifest.
280 silly tarball no local data for tsdown@https://registry.npmmirror.com/tsdown/-/tsdown-0.22.14.tgz. Extracting by manifest.
281 silly tarball no local data for tree-kill@https://registry.npmmirror.com/tree-kill/-/tree-kill-1.2.2.tgz. Extracting by manifest.
282 silly tarball no local data for typescript@https://registry.npmmirror.com/typescript/-/typescript-7.0.2.tgz. Extracting by manifest.
283 silly tarball no local data for tr46@https://registry.npmmirror.com/tr46/-/tr46-6.0.0.tgz. Extracting by manifest.
284 silly tarball no local data for undici-types@https://registry.npmmirror.com/undici-types/-/undici-types-8.3.0.tgz. Extracting by manifest.
285 silly tarball no local data for tinyexec@https://registry.npmmirror.com/tinyexec/-/tinyexec-1.3.0.tgz. Extracting by manifest.
286 silly tarball no local data for tough-cookie@https://registry.npmmirror.com/tough-cookie/-/tough-cookie-6.0.2.tgz. Extracting by manifest.
287 silly tarball no local data for tinybench@https://registry.npmmirror.com/tinybench/-/tinybench-2.9.0.tgz. Extracting by manifest.
288 silly tarball no local data for symbol-tree@https://registry.npmmirror.com/symbol-tree/-/symbol-tree-3.2.4.tgz. Extracting by manifest.
289 silly tarball no local data for source-map-js@https://registry.npmmirror.com/source-map-js/-/source-map-js-1.2.1.tgz. Extracting by manifest.
290 silly tarball no local data for std-env@https://registry.npmmirror.com/std-env/-/std-env-4.2.0.tgz. Extracting by manifest.
291 silly tarball no local data for stringify-entities@https://registry.npmmirror.com/stringify-entities/-/stringify-entities-4.0.4.tgz. Extracting by manifest.
292 silly tarball no local data for stackback@https://registry.npmmirror.com/stackback/-/stackback-0.0.2.tgz. Extracting by manifest.
293 silly tarball no local data for space-separated-tokens@https://registry.npmmirror.com/space-separated-tokens/-/space-separated-tokens-2.0.2.tgz. Extracting by manifest.
294 silly tarball no local data for scheduler@https://registry.npmmirror.com/scheduler/-/scheduler-0.23.2.tgz. Extracting by manifest.
295 silly tarball no local data for siginfo@https://registry.npmmirror.com/siginfo/-/siginfo-2.0.0.tgz. Extracting by manifest.
296 silly tarball no local data for rolldown-plugin-dts@https://registry.npmmirror.com/rolldown-plugin-dts/-/rolldown-plugin-dts-0.27.14.tgz. Extracting by manifest.
297 silly tarball no local data for tldts-core@https://registry.npmmirror.com/tldts-core/-/tldts-core-7.4.10.tgz. Extracting by manifest.
298 silly tarball no local data for shiki@https://registry.npmmirror.com/shiki/-/shiki-4.4.3.tgz. Extracting by manifest.
299 silly tarball no local data for resolve-pkg-maps@https://registry.npmmirror.com/resolve-pkg-maps/-/resolve-pkg-maps-1.0.0.tgz. Extracting by manifest.
300 silly tarball no local data for rolldown@https://registry.npmmirror.com/rolldown/-/rolldown-1.2.4.tgz. Extracting by manifest.
301 silly tarball no local data for require-from-string@https://registry.npmmirror.com/require-from-string/-/require-from-string-2.0.2.tgz. Extracting by manifest.
302 silly tarball no local data for react-dom@https://registry.npmmirror.com/react-dom/-/react-dom-18.3.1.tgz. Extracting by manifest.
303 silly tarball no local data for regex-utilities@https://registry.npmmirror.com/regex-utilities/-/regex-utilities-2.3.0.tgz. Extracting by manifest.
304 silly tarball no local data for tldts@https://registry.npmmirror.com/tldts/-/tldts-7.4.10.tgz. Extracting by manifest.
305 silly tarball no local data for tinyglobby@https://registry.npmmirror.com/tinyglobby/-/tinyglobby-0.2.17.tgz. Extracting by manifest.
306 silly tarball no local data for react-is@https://registry.npmmirror.com/react-is/-/react-is-17.0.2.tgz. Extracting by manifest.
307 silly tarball no local data for react@https://registry.npmmirror.com/react/-/react-18.3.1.tgz. Extracting by manifest.
308 silly tarball no local data for quansync@https://registry.npmmirror.com/quansync/-/quansync-1.0.0.tgz. Extracting by manifest.
309 silly tarball no local data for tinyrainbow@https://registry.npmmirror.com/tinyrainbow/-/tinyrainbow-3.1.1.tgz. Extracting by manifest.
310 silly tarball no local data for property-information@https://registry.npmmirror.com/property-information/-/property-information-7.2.0.tgz. Extracting by manifest.
311 silly tarball no local data for saxes@https://registry.npmmirror.com/saxes/-/saxes-6.0.0.tgz. Extracting by manifest.
312 silly tarball no local data for regex-recursion@https://registry.npmmirror.com/regex-recursion/-/regex-recursion-6.0.2.tgz. Extracting by manifest.
313 silly tarball no local data for postcss@https://registry.npmmirror.com/postcss/-/postcss-8.5.26.tgz. Extracting by manifest.
314 silly tarball no local data for playwright-core@https://registry.npmmirror.com/playwright-core/-/playwright-core-1.62.1.tgz. Extracting by manifest.
315 silly tarball no local data for playwright@https://registry.npmmirror.com/playwright/-/playwright-1.62.1.tgz. Extracting by manifest.
316 silly tarball no local data for pathe@https://registry.npmmirror.com/pathe/-/pathe-2.0.3.tgz. Extracting by manifest.
317 silly tarball no local data for picomatch@https://registry.npmmirror.com/picomatch/-/picomatch-4.0.5.tgz. Extracting by manifest.
318 silly tarball no local data for parse5@https://registry.npmmirror.com/parse5/-/parse5-8.0.1.tgz. Extracting by manifest.
319 silly tarball no local data for picocolors@https://registry.npmmirror.com/picocolors/-/picocolors-1.1.1.tgz. Extracting by manifest.
320 silly tarball no local data for oniguruma-parser@https://registry.npmmirror.com/oniguruma-parser/-/oniguruma-parser-0.12.2.tgz. Extracting by manifest.
321 silly tarball no local data for oniguruma-to-es@https://registry.npmmirror.com/oniguruma-to-es/-/oniguruma-to-es-4.3.6.tgz. Extracting by manifest.
322 silly tarball no local data for nanoid@https://registry.npmmirror.com/nanoid/-/nanoid-3.3.18.tgz. Extracting by manifest.
323 silly tarball no local data for regex@https://registry.npmmirror.com/regex/-/regex-6.1.0.tgz. Extracting by manifest.
324 silly tarball no local data for ms@https://registry.npmmirror.com/ms/-/ms-2.1.3.tgz. Extracting by manifest.
325 silly tarball no local data for micromark-util-types@https://registry.npmmirror.com/micromark-util-types/-/micromark-util-types-2.0.2.tgz. Extracting by manifest.
326 silly tarball no local data for micromark-util-subtokenize@https://registry.npmmirror.com/micromark-util-subtokenize/-/micromark-util-subtokenize-2.1.0.tgz. Extracting by manifest.
327 silly tarball no local data for micromark-util-symbol@https://registry.npmmirror.com/micromark-util-symbol/-/micromark-util-symbol-2.0.1.tgz. Extracting by manifest.
328 silly tarball no local data for micromark-util-resolve-all@https://registry.npmmirror.com/micromark-util-resolve-all/-/micromark-util-resolve-all-2.0.1.tgz. Extracting by manifest.
329 silly tarball no local data for micromark-util-html-tag-name@https://registry.npmmirror.com/micromark-util-html-tag-name/-/micromark-util-html-tag-name-2.0.1.tgz. Extracting by manifest.
330 silly tarball no local data for micromark-util-sanitize-uri@https://registry.npmmirror.com/micromark-util-sanitize-uri/-/micromark-util-sanitize-uri-2.0.1.tgz. Extracting by manifest.
331 silly tarball no local data for micromark-util-normalize-identifier@https://registry.npmmirror.com/micromark-util-normalize-identifier/-/micromark-util-normalize-identifier-2.0.1.tgz. Extracting by manifest.
332 silly tarball no local data for micromark-util-decode-string@https://registry.npmmirror.com/micromark-util-decode-string/-/micromark-util-decode-string-2.0.1.tgz. Extracting by manifest.
333 silly tarball no local data for micromark-util-combine-extensions@https://registry.npmmirror.com/micromark-util-combine-extensions/-/micromark-util-combine-extensions-2.0.1.tgz. Extracting by manifest.
334 silly tarball no local data for micromark-util-encode@https://registry.npmmirror.com/micromark-util-encode/-/micromark-util-encode-2.0.1.tgz. Extracting by manifest.
335 silly tarball no local data for micromark-util-decode-numeric-character-reference@https://registry.npmmirror.com/micromark-util-decode-numeric-character-reference/-/micromark-util-decode-numeric-character-reference-2.0.2.tgz. Extracting by manifest.
336 silly tarball no local data for micromark-util-classify-character@https://registry.npmmirror.com/micromark-util-classify-character/-/micromark-util-classify-character-2.0.1.tgz. Extracting by manifest.
337 silly tarball no local data for punycode@https://registry.npmmirror.com/punycode/-/punycode-2.3.1.tgz. Extracting by manifest.
338 silly tarball no local data for micromark-factory-whitespace@https://registry.npmmirror.com/micromark-factory-whitespace/-/micromark-factory-whitespace-2.0.1.tgz. Extracting by manifest.
339 silly tarball no local data for pretty-format@https://registry.npmmirror.com/pretty-format/-/pretty-format-27.5.1.tgz. Extracting by manifest.
340 silly tarball no local data for obug@https://registry.npmmirror.com/obug/-/obug-2.1.4.tgz. Extracting by manifest.
341 silly tarball no local data for micromark-util-character@https://registry.npmmirror.com/micromark-util-character/-/micromark-util-character-2.1.1.tgz. Extracting by manifest.
342 silly tarball no local data for micromark-util-chunked@https://registry.npmmirror.com/micromark-util-chunked/-/micromark-util-chunked-2.0.1.tgz. Extracting by manifest.
343 silly tarball no local data for micromark-factory-space@https://registry.npmmirror.com/micromark-factory-space/-/micromark-factory-space-2.0.1.tgz. Extracting by manifest.
344 silly tarball no local data for micromark-factory-title@https://registry.npmmirror.com/micromark-factory-title/-/micromark-factory-title-2.0.1.tgz. Extracting by manifest.
345 silly tarball no local data for micromark-extension-math@https://registry.npmmirror.com/micromark-extension-math/-/micromark-extension-math-3.1.0.tgz. Extracting by manifest.
346 silly tarball no local data for micromark-extension-gfm-table@https://registry.npmmirror.com/micromark-extension-gfm-table/-/micromark-extension-gfm-table-2.1.1.tgz. Extracting by manifest.
347 silly tarball no local data for micromark-extension-gfm-tagfilter@https://registry.npmmirror.com/micromark-extension-gfm-tagfilter/-/micromark-extension-gfm-tagfilter-2.0.0.tgz. Extracting by manifest.
348 silly tarball no local data for micromark-extension-gfm-strikethrough@https://registry.npmmirror.com/micromark-extension-gfm-strikethrough/-/micromark-extension-gfm-strikethrough-2.1.0.tgz. Extracting by manifest.
349 silly tarball no local data for micromark-extension-gfm-footnote@https://registry.npmmirror.com/micromark-extension-gfm-footnote/-/micromark-extension-gfm-footnote-2.1.0.tgz. Extracting by manifest.
350 silly tarball no local data for micromark-extension-gfm@https://registry.npmmirror.com/micromark-extension-gfm/-/micromark-extension-gfm-3.0.0.tgz. Extracting by manifest.
351 silly tarball no local data for micromark-extension-gfm-autolink-literal@https://registry.npmmirror.com/micromark-extension-gfm-autolink-literal/-/micromark-extension-gfm-autolink-literal-2.1.0.tgz. Extracting by manifest.
352 silly tarball no local data for micromark-core-commonmark@https://registry.npmmirror.com/micromark-core-commonmark/-/micromark-core-commonmark-2.0.3.tgz. Extracting by manifest.
353 silly tarball no local data for micromark@https://registry.npmmirror.com/micromark/-/micromark-4.0.2.tgz. Extracting by manifest.
354 silly tarball no local data for mdn-data@https://registry.npmmirror.com/mdn-data/-/mdn-data-2.27.1.tgz. Extracting by manifest.
355 silly tarball no local data for micromark-factory-label@https://registry.npmmirror.com/micromark-factory-label/-/micromark-factory-label-2.0.1.tgz. Extracting by manifest.
356 silly tarball no local data for micromark-factory-destination@https://registry.npmmirror.com/micromark-factory-destination/-/micromark-factory-destination-2.0.1.tgz. Extracting by manifest.
357 silly tarball no local data for micromark-extension-gfm-task-list-item@https://registry.npmmirror.com/micromark-extension-gfm-task-list-item/-/micromark-extension-gfm-task-list-item-2.1.0.tgz. Extracting by manifest.
358 silly tarball no local data for mdast-util-to-hast@https://registry.npmmirror.com/mdast-util-to-hast/-/mdast-util-to-hast-13.2.1.tgz. Extracting by manifest.
359 silly tarball no local data for mdast-util-to-string@https://registry.npmmirror.com/mdast-util-to-string/-/mdast-util-to-string-4.0.0.tgz. Extracting by manifest.
360 silly tarball no local data for mdast-util-to-markdown@https://registry.npmmirror.com/mdast-util-to-markdown/-/mdast-util-to-markdown-2.1.2.tgz. Extracting by manifest.
361 silly tarball no local data for mdast-util-phrasing@https://registry.npmmirror.com/mdast-util-phrasing/-/mdast-util-phrasing-4.1.0.tgz. Extracting by manifest.
362 silly tarball no local data for mdast-util-math@https://registry.npmmirror.com/mdast-util-math/-/mdast-util-math-3.0.0.tgz. Extracting by manifest.
363 silly tarball no local data for mdast-util-gfm-task-list-item@https://registry.npmmirror.com/mdast-util-gfm-task-list-item/-/mdast-util-gfm-task-list-item-2.0.0.tgz. Extracting by manifest.
364 silly tarball no local data for mdast-util-gfm-table@https://registry.npmmirror.com/mdast-util-gfm-table/-/mdast-util-gfm-table-2.0.0.tgz. Extracting by manifest.
365 silly tarball no local data for mdast-util-gfm-strikethrough@https://registry.npmmirror.com/mdast-util-gfm-strikethrough/-/mdast-util-gfm-strikethrough-2.0.0.tgz. Extracting by manifest.
366 silly tarball no local data for mdast-util-gfm-footnote@https://registry.npmmirror.com/mdast-util-gfm-footnote/-/mdast-util-gfm-footnote-2.1.0.tgz. Extracting by manifest.
367 silly tarball no local data for mdast-util-gfm-autolink-literal@https://registry.npmmirror.com/mdast-util-gfm-autolink-literal/-/mdast-util-gfm-autolink-literal-2.0.1.tgz. Extracting by manifest.
368 silly tarball no local data for mdast-util-gfm@https://registry.npmmirror.com/mdast-util-gfm/-/mdast-util-gfm-3.1.0.tgz. Extracting by manifest.
369 silly tarball no local data for mdast-util-from-markdown@https://registry.npmmirror.com/mdast-util-from-markdown/-/mdast-util-from-markdown-2.0.3.tgz. Extracting by manifest.
370 silly tarball no local data for mdast-util-find-and-replace@https://registry.npmmirror.com/mdast-util-find-and-replace/-/mdast-util-find-and-replace-3.0.2.tgz. Extracting by manifest.
371 silly tarball no local data for markdown-table@https://registry.npmmirror.com/markdown-table/-/markdown-table-3.0.4.tgz. Extracting by manifest.
372 silly tarball no local data for magic-string@https://registry.npmmirror.com/magic-string/-/magic-string-0.30.21.tgz. Extracting by manifest.
373 silly tarball no local data for lz-string@https://registry.npmmirror.com/lz-string/-/lz-string-1.5.0.tgz. Extracting by manifest.
374 silly tarball no local data for lru-cache@https://registry.npmmirror.com/lru-cache/-/lru-cache-11.5.2.tgz. Extracting by manifest.
375 silly tarball no local data for loose-envify@https://registry.npmmirror.com/loose-envify/-/loose-envify-1.4.0.tgz. Extracting by manifest.
376 silly tarball no local data for longest-streak@https://registry.npmmirror.com/longest-streak/-/longest-streak-3.1.0.tgz. Extracting by manifest.
377 silly tarball no local data for lightningcss-linux-x64-gnu@https://registry.npmmirror.com/lightningcss-linux-x64-gnu/-/lightningcss-linux-x64-gnu-1.33.0.tgz. Extracting by manifest.
378 silly tarball no local data for lightningcss-linux-x64-musl@https://registry.npmmirror.com/lightningcss-linux-x64-musl/-/lightningcss-linux-x64-musl-1.33.0.tgz. Extracting by manifest.
379 silly tarball no local data for lightningcss@https://registry.npmmirror.com/lightningcss/-/lightningcss-1.33.0.tgz. Extracting by manifest.
380 silly tarball no local data for katex@https://registry.npmmirror.com/katex/-/katex-0.16.47.tgz. Extracting by manifest.
381 silly tarball no local data for js-yaml@https://registry.npmmirror.com/js-yaml/-/js-yaml-4.3.1.tgz. Extracting by manifest.
382 silly tarball no local data for jsdom@https://registry.npmmirror.com/jsdom/-/jsdom-29.1.1.tgz. Extracting by manifest.
383 silly tarball no local data for js-tokens@https://registry.npmmirror.com/js-tokens/-/js-tokens-4.0.0.tgz. Extracting by manifest.
384 silly tarball no local data for import-without-cache@https://registry.npmmirror.com/import-without-cache/-/import-without-cache-0.4.0.tgz. Extracting by manifest.
385 silly tarball no local data for is-potential-custom-element-name@https://registry.npmmirror.com/is-potential-custom-element-name/-/is-potential-custom-element-name-1.0.1.tgz. Extracting by manifest.
386 silly tarball no local data for html-void-elements@https://registry.npmmirror.com/html-void-elements/-/html-void-elements-3.0.0.tgz. Extracting by manifest.
387 silly tarball no local data for html-encoding-sniffer@https://registry.npmmirror.com/html-encoding-sniffer/-/html-encoding-sniffer-6.0.0.tgz. Extracting by manifest.
388 silly tarball no local data for hookable@https://registry.npmmirror.com/hookable/-/hookable-6.1.1.tgz. Extracting by manifest.
389 silly tarball no local data for hast-util-whitespace@https://registry.npmmirror.com/hast-util-whitespace/-/hast-util-whitespace-3.0.0.tgz. Extracting by manifest.
390 silly tarball no local data for hast-util-to-html@https://registry.npmmirror.com/hast-util-to-html/-/hast-util-to-html-9.0.5.tgz. Extracting by manifest.
391 silly tarball no local data for get-tsconfig@https://registry.npmmirror.com/get-tsconfig/-/get-tsconfig-5.0.0-beta.5.tgz. Extracting by manifest.
392 silly tarball no local data for es-module-lexer@https://registry.npmmirror.com/es-module-lexer/-/es-module-lexer-2.3.1.tgz. Extracting by manifest.
393 silly tarball no local data for escape-string-regexp@https://registry.npmmirror.com/escape-string-regexp/-/escape-string-regexp-5.0.0.tgz. Extracting by manifest.
394 silly tarball no local data for empathic@https://registry.npmmirror.com/empathic/-/empathic-2.0.1.tgz. Extracting by manifest.
395 silly tarball no local data for entities@https://registry.npmmirror.com/entities/-/entities-8.0.0.tgz. Extracting by manifest.
396 silly tarball no local data for dts-resolver@https://registry.npmmirror.com/dts-resolver/-/dts-resolver-3.0.0.tgz. Extracting by manifest.
397 silly tarball no local data for dom-accessibility-api@https://registry.npmmirror.com/dom-accessibility-api/-/dom-accessibility-api-0.5.16.tgz. Extracting by manifest.
398 silly tarball no local data for detect-libc@https://registry.npmmirror.com/detect-libc/-/detect-libc-2.1.2.tgz. Extracting by manifest.
399 silly tarball no local data for devlop@https://registry.npmmirror.com/devlop/-/devlop-1.1.0.tgz. Extracting by manifest.
400 silly tarball no local data for dequal@https://registry.npmmirror.com/dequal/-/dequal-2.0.3.tgz. Extracting by manifest.
401 silly tarball no local data for fdir@https://registry.npmmirror.com/fdir/-/fdir-6.5.0.tgz. Extracting by manifest.
402 silly tarball no local data for expect-type@https://registry.npmmirror.com/expect-type/-/expect-type-1.4.0.tgz. Extracting by manifest.
403 silly tarball no local data for estree-walker@https://registry.npmmirror.com/estree-walker/-/estree-walker-3.0.3.tgz. Extracting by manifest.
404 silly tarball no local data for defu@https://registry.npmmirror.com/defu/-/defu-6.1.7.tgz. Extracting by manifest.
405 silly tarball no local data for decode-named-character-reference@https://registry.npmmirror.com/decode-named-character-reference/-/decode-named-character-reference-1.3.0.tgz. Extracting by manifest.
406 silly tarball no local data for decimal.js@https://registry.npmmirror.com/decimal.js/-/decimal.js-10.6.0.tgz. Extracting by manifest.
407 silly tarball no local data for debug@https://registry.npmmirror.com/debug/-/debug-4.4.3.tgz. Extracting by manifest.
408 silly tarball no local data for data-urls@https://registry.npmmirror.com/data-urls/-/data-urls-7.0.0.tgz. Extracting by manifest.
409 silly tarball no local data for csstype@https://registry.npmmirror.com/csstype/-/csstype-3.2.3.tgz. Extracting by manifest.
410 silly tarball no local data for css-tree@https://registry.npmmirror.com/css-tree/-/css-tree-3.2.1.tgz. Extracting by manifest.
411 silly tarball no local data for convert-source-map@https://registry.npmmirror.com/convert-source-map/-/convert-source-map-2.0.0.tgz. Extracting by manifest.
412 silly tarball no local data for commander@https://registry.npmmirror.com/commander/-/commander-8.3.0.tgz. Extracting by manifest.
413 silly tarball no local data for comma-separated-tokens@https://registry.npmmirror.com/comma-separated-tokens/-/comma-separated-tokens-2.0.3.tgz. Extracting by manifest.
414 silly tarball no local data for clsx@https://registry.npmmirror.com/clsx/-/clsx-2.1.1.tgz. Extracting by manifest.
415 silly tarball no local data for chai@https://registry.npmmirror.com/chai/-/chai-6.2.2.tgz. Extracting by manifest.
416 silly tarball no local data for ccount@https://registry.npmmirror.com/ccount/-/ccount-2.0.1.tgz. Extracting by manifest.
417 silly tarball no local data for cac@https://registry.npmmirror.com/cac/-/cac-7.0.0.tgz. Extracting by manifest.
